id,amount,fee,target_feerate,real_feerate,algorithm,input_count,negative_effective_valued_utxos,output_count,change_amount,utxo_count_before_payment,utxo_count_after_payment,waste_score
3693,27853820000,,78.387,,failed,,1,,,1357,1357,
3694,27854830000,,78.774,,failed,,1,,,1357,1357,
3695,27857430000,,141.982,,failed,,1,,,1358,1358,
3696,27862440000,,120.93301,,failed,,1,,,1361,1361,
3697,28162450000,,134.631,,failed,,1,,,1361,1361,
3698,28225396700,,119.259,,failed,,1,,,1361,1361,
3699,28791896700,,119.4,,failed,,1,,,1361,1361,
3700,28792196700,,127.828995,,failed,,1,,,1361,1361,
3701,28792456700,,117.697,,failed,,1,,,1366,1366,
3702,28793256700,,190.664,,failed,,1,,,1367,1367,
3703,28794056700,,181.687,,failed,,1,,,1367,1367,
3704,28794076700,,86.536,,failed,,1,,,1370,1370,
3705,28796138300,,62.486,,failed,,1,,,1371,1371,
3706,28814138300,,72.957,,failed,,1,,,1374,1374,
3707,28814538300,,62.661,,failed,,1,,,1374,1374,
3708,28817068300,,69.991,,failed,,1,,,1374,1374,
3709,29117280100,,63.514,,failed,,1,,,1374,1374,
3710,29231678400,,76.993004,,failed,,1,,,1377,1377,
3711,29232678400,,116.731995,,failed,,1,,,1384,1384,
3712,29238578400,,123.050995,,failed,,1,,,1386,1386,
3713,29239708400,,62.571,,failed,,1,,,1388,1388,
3714,29241208400,,63.053,,failed,,1,,,1388,1388,
3715,29341218400,,62.336998,,failed,,1,,,1389,1389,
3716,29342328400,,42.388,,failed,,0,,,1391,1391,
3717,29342348400,,56.303,,failed,,0,,,1393,1393,
3718,29343348400,,48.905,,failed,,0,,,1393,1393,
3719,29343658400,,43.413,,failed,,0,,,1395,1395,
3720,29343838400,,51.883003,,failed,,0,,,1398,1398,
3721,29393848400,,41.16,,failed,,0,,,1401,1401,
3722,29493858400,,39.702,,failed,,0,,,1401,1401,
3723,29494868400,,32.493,,failed,,0,,,1409,1409,
3724,29494949600,,35.409,,failed,,0,,,1410,1410,
3725,29504949600,,59.120003,,failed,,1,,,1411,1411,
3726,29509949600,,48.939,,failed,,0,,,1411,1411,
3727,29519949600,,42.81,,failed,,0,,,1414,1414,
3728,29520209600,,34.981,,failed,,0,,,1416,1416,
3729,29521009600,,22.654,,failed,,0,,,1418,1418,
3730,29571019600,,28.141,,failed,,0,,,1418,1418,
3731,29572019600,,31.948,,failed,,0,,,1418,1418,
3732,29672029600,,27.762001,,failed,,0,,,1418,1418,
3733,29672329600,,21.837,,failed,,0,,,1418,1418,
3734,29722339600,,16.048,,failed,,0,,,1421,1421,
3735,29881305300,,6.028,,failed,,0,,,1425,1425,
3736,29981315300,,13.2560005,,failed,,0,,,1425,1425,
3737,29982315300,,17.901001,,failed,,0,,,1432,1432,
3738,29982725300,,6.322,,failed,,0,,,1436,1436,
3739,29983035300,,9.865,,failed,,0,,,1436,1436,
3740,30083045300,,15.655,,failed,,0,,,1436,1436,
3741,30186186900,,16.411,,failed,,0,,,1438,1438,
3742,30186486900,,11.355,,failed,,0,,,1439,1439,
3743,30286496900,,17.493,,failed,,0,,,1441,1441,
3744,30306506900,,4.741,,failed,,0,,,1452,1452,
3745,30321506900,,17.158,,failed,,0,,,1453,1453,
3746,30322606900,,6.346,,failed,,0,,,1456,1456,
3747,30357606900,,7.2609997,,failed,,0,,,1460,1460,
3748,30358326900,,1.0419999,,failed,,0,,,1461,1461,
3749,30358806900,,6.3719997,,failed,,0,,,1462,1462,
3750,30359004000,,30.366,,failed,,0,,,1464,1464,
3751,30359314000,,23.485,,failed,,0,,,1466,1466,
3752,30360214000,,27.828,,failed,,0,,,1468,1468,
3753,30364224000,,25.464,,failed,,0,,,1468,1468,
3754,30364524000,,26.937,,failed,,0,,,1472,1472,
3755,30367334000,,30.14,,failed,,0,,,1472,1472,
3756,30369854000,,18.542,,failed,,0,,,1473,1473,
3757,30370204000,,5.882,,failed,,0,,,1473,1473,
3758,30370414000,,20.642,,failed,,0,,,1474,1474,
3759,30371514000,,15.024,,failed,,0,,,1475,1475,
3760,30371614000,,16.792,,failed,,0,,,1478,1478,
3761,30373214000,,13.378,,failed,,0,,,1483,1483,
3762,30373846800,,27.451,,failed,,0,,,1483,1483,
3763,30375456800,,19.472,,failed,,0,,,1484,1484,
3764,30375956800,,10.241,,failed,,0,,,1487,1487,
3765,30395376800,,5.459,,failed,,0,,,1488,1488,
3766,30396406800,,7.2809997,,failed,,0,,,1489,1489,
3767,30398406800,,12.764999,,failed,,0,,,1495,1495,
3768,30430498600,,14.649,,failed,,0,,,1501,1501,
3769,30455746900,,1.9519999,,failed,,0,,,1502,1502,
3770,30456006900,,1.966,,failed,,0,,,1509,1509,
3771,30505907200,,5.603,,failed,,0,,,1515,1515,
3772,30679063100,,19.706,,failed,,0,,,1517,1517,
3773,30679283100,,8.7699995,,failed,,0,,,1518,1518,
3774,30679443600,,1.77,,failed,,0,,,1518,1518,
3775,30680312300,,16.289001,,failed,,0,,,1520,1520,
3776,30790312300,,13.476001,,failed,,0,,,1520,1520,
3777,30791312300,,8.34,,failed,,0,,,1520,1520,
3778,30791333900,,12.532001,,failed,,0,,,1524,1524,
3779,30791733900,,9.935,,failed,,0,,,1531,1531,
3780,30894090700,,8.902,,failed,,0,,,1534,1534,
3781,30912610700,,10.256,,failed,,0,,,1540,1540,
3782,30913325700,,27.646,,failed,,0,,,1542,1542,
3783,30914895700,,27.594,,failed,,0,,,1542,1542,
3784,30914995700,,15.547,,failed,,0,,,1546,1546,
3785,30917996900,,12.835,,failed,,0,,,1548,1548,
3786,30919996900,,11.373,,failed,,0,,,1548,1548,
3787,30923096900,,19.167,,failed,,0,,,1550,1550,
3788,30923296900,,13.357,,failed,,0,,,1555,1555,
3789,30923472800,,14.143001,,failed,,0,,,1555,1555,
3790,30923680400,,11.992,,failed,,0,,,1556,1556,
3791,30923814500,,65.256996,,failed,,1,,,1565,1565,
3792,30926528800,,74.619,,failed,,1,,,1567,1567,
3793,30927028800,,70.964,,failed,,1,,,1569,1569,
3794,30927048800,,62.553997,,failed,,1,,,1572,1572,
3795,30927258800,,12.474001,,failed,,0,,,1578,1578,
3796,30927281300,,16.34,,failed,,0,,,1590,1590,
3797,30927331300,,17.686,,failed,,0,,,1590,1590,
3798,30927367300,,14.099,,failed,,0,,,1595,1595,
3799,30929867300,,17.612999,,failed,,0,,,1600,1600,
3800,30930889600,,91.527,,failed,,1,,,1603,1603,
3801,30932889600,,62.170002,,failed,,1,,,1604,1604,
3802,30933089600,,48.856,,failed,,0,,,1606,1606,
3803,30934589600,,84.945,,failed,,1,,,1607,1607,
3804,30934699600,,117.614006,,failed,,1,,,1611,1611,
3805,30936699600,,138.28099,,failed,,1,,,1611,1611,
3806,30948169600,,139.412,,failed,,1,,,1611,1611,
3807,30950079600,,177.757,,failed,,1,,,1617,1617,
3808,30950189600,,72.299995,,failed,,1,,,1621,1621,
3809,30950299600,,65.435,,failed,,1,,,1623,1623,
3810,30950409600,,65.471,,failed,,1,,,1623,1623,
3811,30950619600,,66.64,,failed,,1,,,1623,1623,
3812,30951617300,,62.011,,failed,,1,,,1623,1623,
3813,30952667300,,20.585,,failed,,0,,,1628,1628,
3814,30955167300,,20.796,,failed,,0,,,1628,1628,
3815,30956767300,,17.046999,,failed,,0,,,1630,1630,
3816,31126777300,,6.798,,failed,,0,,,1630,1630,
3817,31127977300,,30.971,,failed,,0,,,1636,1636,
3818,31277609600,,20.597,,failed,,0,,,1636,1636,
3819,31277869600,,27.764,,failed,,0,,,1636,1636,
3820,31280879600,,19.998,,failed,,0,,,1638,1638,
3821,31285979600,,16.239,,failed,,0,,,1640,1640,
3822,31288379600,,44.254,,failed,,0,,,1642,1642,
3823,31370879600,,44.118,,failed,,0,,,1642,1642,
3824,31547565300,,29.199,,failed,,0,,,1643,1643,
3825,31551208900,,29.965002,,failed,,0,,,1648,1648,
3826,31557208900,,24.602999,,failed,,0,,,1648,1648,
3827,31562239700,,83.707,,failed,,1,,,1656,1656,
3828,31627651800,,108.21,,failed,,1,,,1657,1657,
3829,31629061800,,109.247,,failed,,1,,,1657,1657,
3830,31632071800,,84.08,,failed,,1,,,1658,1658,
3831,31633071800,,78.26,,failed,,1,,,1658,1658,
3832,31633581800,,132.801,,failed,,1,,,1659,1659,
3833,31654601800,,147.423,,failed,,1,,,1661,1661,
3834,31664697300,,140.08899,,failed,,1,,,1661,1661,
3835,31664997300,,109.921,,failed,,1,,,1661,1661,
3836,31665208600,,69.631004,,failed,,1,,,1661,1661,
3837,31913608600,,117.614006,,failed,,1,,,1667,1667,
3838,31933618600,,132.393,,failed,,1,,,1674,1674,
3839,31934128600,,93.560005,,failed,,1,,,1678,1678,
3840,31940386200,,86.346,,failed,,1,,,1679,1679,
3841,31965396200,,87.737,,failed,,1,,,1681,1681,
3842,31973896200,,80.778,,failed,,1,,,1681,1681,
3843,31974056200,,80.739006,,failed,,1,,,1681,1681,
3844,31978066200,,90.396,,failed,,1,,,1681,1681,
3845,31978128300,,102.765,,failed,,1,,,1681,1681,
3846,31986257400,,86.935,,failed,,1,,,1686,1686,
3847,31988657400,,26.946,,failed,,0,,,1693,1693,
3848,32028677400,,24.36,,failed,,0,,,1693,1693,
3849,32039697400,,33.621002,,failed,,0,,,1696,1696,
3850,32040266500,,53.199,,failed,,0,,,1696,1696,
3851,32040376500,,68.498,,failed,,1,,,1696,1696,
3852,32040886500,,62.733997,,failed,,1,,,1696,1696,
3853,32040906500,,96.135,,failed,,1,,,1704,1704,
3854,32040926500,,96.308,,failed,,1,,,1704,1704,
3855,32090936500,,104.163,,failed,,1,,,1705,1705,
3856,32095055400,,102.307,,failed,,1,,,1707,1707,
3857,32105465400,,62.197,,failed,,1,,,1710,1710,
3858,32155475400,,51.038998,,failed,,0,,,1714,1714,
3859,32157475400,,110.382,,failed,,1,,,1719,1719,
3860,32159775400,,104.547005,,failed,,1,,,1719,1719,
3861,32159835400,,115.242,,failed,,1,,,1719,1719,
3862,32160845400,,248.30598,,failed,,2,,,1729,1729,
3863,32162045400,,230.688,,failed,,2,,,1729,1729,
3864,32163145400,,189.143,,failed,,2,,,1731,1731,
3865,32177145400,,60.277,,failed,,1,,,1739,1739,
3866,32188645400,,71.8,,failed,,1,,,1747,1747,
3867,32188945400,,113.562004,,failed,,1,,,1751,1751,
3868,32189055400,,59.462,,failed,,1,,,1759,1759,
3869,32199685900,,51.378,,failed,,0,,,1762,1762,
3870,32199785900,,107.523994,,failed,,1,,,1762,1762,
3871,32299785900,,128.23,,failed,,1,,,1762,1762,
3872,32324835900,,122.835,,failed,,1,,,1762,1762,
3873,32325055900,,122.621,,failed,,1,,,1762,1762,
3874,32328944900,,115.462,,failed,,1,,,1762,1762,
3875,32329354900,,116.063,,failed,,1,,,1762,1762,
3876,32334377900,,99.066,,failed,,1,,,1763,1763,
3877,32340259700,,119.499,,failed,,1,,,1763,1763,
3878,32346759700,,117.467995,,failed,,1,,,1763,1763,
3879,32347759700,,1.495,,failed,,0,,,1771,1771,
3880,32347869700,,7.933,,failed,,0,,,1774,1774,
3881,32347979700,,6.2320004,,failed,,0,,,1774,1774,
3882,32348089700,,6.222,,failed,,0,,,1774,1774,
3883,32348199700,,2.7879999,,failed,,0,,,1774,1774,
3884,32348309700,,2.9259999,,failed,,0,,,1774,1774,
3885,32348419700,,1.9909999,,failed,,0,,,1774,1774,
3886,32348529700,,4.6460004,,failed,,0,,,1774,1774,
3887,32348639700,,9.401,,failed,,0,,,1774,1774,
3888,32348749700,,7.884,,failed,,0,,,1774,1774,
3889,32348859700,,6.785,,failed,,0,,,1774,1774,
3890,32348969700,,4.025,,failed,,0,,,1774,1774,
3891,32349079700,,2.2050002,,failed,,0,,,1774,1774,
3892,32349189700,,1.499,,failed,,0,,,1774,1774,
3893,32349299700,,4.611,,failed,,0,,,1774,1774,
3894,32349409700,,6.7530003,,failed,,0,,,1774,1774,
3895,32349519700,,10.06,,failed,,0,,,1774,1774,
3896,32349629700,,10.498,,failed,,0,,,1774,1774,
3897,32349739700,,10.539,,failed,,0,,,1774,1774,
3898,32349849700,,2.392,,failed,,0,,,1774,1774,
3899,32349959700,,6.4480004,,failed,,0,,,1774,1774,
3900,32350614500,,10.103,,failed,,0,,,1774,1774,
3901,32350715500,,8.749,,failed,,0,,,1777,1777,
3902,32351616500,,3.422,,failed,,0,,,1777,1777,
3903,32352616500,,1.573,,failed,,0,,,1777,1777,
3904,32353216500,,2.736,,failed,,0,,,1777,1777,
3905,32359916500,,15.817,,failed,,0,,,1783,1783,
3906,32360926500,,13.044001,,failed,,0,,,1784,1784,
3907,32361436500,,17.907,,failed,,0,,,1788,1788,
3908,32361746500,,24.16,,failed,,0,,,1789,1789,
3909,32362256500,,25.26,,failed,,0,,,1793,1793,
3910,32362856500,,22.774,,failed,,0,,,1800,1800,
3911,32363856500,,24.157999,,failed,,0,,,1801,1801,
3912,32413866500,,19.09,,failed,,0,,,1801,1801,
3913,32414176500,,12.449,,failed,,0,,,1801,1801,
3914,32425127000,,12.827,,failed,,0,,,1801,1801,
3915,32428127000,,18.471,,failed,,0,,,1804,1804,
3916,32438137000,,5.433,,failed,,0,,,1807,1807,
3917,32449137000,,11.128,,failed,,0,,,1807,1807,
3918,32499147000,,4.712,,failed,,0,,,1811,1811,
3919,32499267000,,30.512,,failed,,0,,,1812,1812,
3920,32499377000,,35.079998,,failed,,0,,,1813,1813,
3921,32509387000,,39.072,,failed,,0,,,1813,1813,
3922,32514397000,,94.015,,failed,,1,,,1818,1818,
3923,32517551200,,92.398,,failed,,1,,,1818,1818,
3924,32517629200,,97.336,,failed,,1,,,1818,1818,
3925,32522639200,,33.519,,failed,,0,,,1825,1825,
3926,32524652600,,39.329002,,failed,,0,,,1825,1825,
3927,32524752600,,54.847,,failed,,0,,,1827,1827,
3928,32525262600,,92.840004,,failed,,1,,,1831,1831,
3929,32525372600,,35.674,,failed,,0,,,1835,1835,
3930,32525472600,,46.759,,failed,,0,,,1835,1835,
3931,32557472600,,43.977,,failed,,0,,,1835,1835,
3932,32562482600,,77.048004,,failed,,1,,,1841,1841,
3933,32562695000,,103.088005,,failed,,1,,,1843,1843,
3934,32567695000,,92.846,,failed,,1,,,1843,1843,
3935,32577705000,,78.387,,failed,,1,,,1843,1843,
3936,32577815000,,78.774,,failed,,1,,,1843,1843,
3937,32588625000,,115.449005,,failed,,1,,,1843,1843,
3938,32588835000,,141.982,,failed,,2,,,1843,1843,
3939,32589845000,,143.381,,failed,,2,,,1843,1843,
3940,32589955000,,128.02899,,failed,,1,,,1843,1843,
3941,32596755000,,190.664,,failed,,2,,,1856,1856,
3942,32621965000,,181.687,,failed,,2,,,1856,1856,
3943,32646965000,,179.649,,failed,,2,,,1856,1856,
3944,32666985000,,185.87,,failed,,2,,,1856,1856,
3945,32668185000,,86.536,,failed,,1,,,1857,1857,
3946,32668230000,,62.440998,,failed,,1,,,1860,1860,
3947,32668350000,,67.459,,failed,,1,,,1860,1860,
3948,32695304600,,75.686005,,failed,,1,,,1865,1865,
3949,32700389300,,83.812,,failed,,1,,,1865,1865,
3950,32726074300,,104.51199,,failed,,1,,,1872,1872,
3951,32735084300,,116.731995,,failed,,1,,,1872,1872,
3952,32761587900,,123.050995,,failed,,1,,,1874,1874,
3953,32779587900,,62.571,,failed,,1,,,1876,1876,
3954,32781597900,,63.053,,failed,,1,,,1876,1876,
3955,32783607900,,62.329002,,failed,,1,,,1876,1876,
3956,32783649900,,57.884,,failed,,0,,,1877,1877,
3957,32811649900,,41.511,,failed,,0,,,1877,1877,
3958,32845351200,,42.388,,failed,,0,,,1877,1877,
3959,32846401200,,56.303,,failed,,0,,,1879,1879,
3960,32853413400,,54.736,,failed,,0,,,1885,1885,
3961,32897413400,,41.336998,,failed,,0,,,1888,1888,
3962,32899523400,,41.16,,failed,,0,,,1888,1888,
3963,32899676000,,39.702,,failed,,0,,,1888,1888,
3964,32900726000,,37.957,,failed,,0,,,1888,1888,
3965,33000736000,,32.732998,,failed,,0,,,1893,1893,
3966,33005878800,,32.73,,failed,,0,,,1893,1893,
3967,33007390200,,16.539,,failed,,0,,,1900,1900,
3968,33007590200,,51.585003,,failed,,0,,,1900,1900,
3969,33009610200,,37.381,,failed,,0,,,1902,1902,
3970,33013612200,,19.153,,failed,,0,,,1904,1904,
3971,33015042200,,28.141,,failed,,0,,,1905,1905,
3972,33025642200,,27.762001,,failed,,0,,,1906,1906,
3973,33037410100,,14.973,,failed,,0,,,1913,1913,
3974,33038430100,,19.878,,failed,,0,,,1917,1917,
3975,33040430100,,6.901,,failed,,0,,,1919,1919,
3976,33052440100,,17.784,,failed,,0,,,1922,1922,
3977,33081240100,,6.322,,failed,,0,,,1925,1925,
3978,33081640100,,9.865,,failed,,0,,,1925,1925,
3979,33082928400,,2.0,,failed,,0,,,1929,1929,
3980,33088428400,,15.896999,,failed,,0,,,1931,1931,
3981,33090438400,,18.279,,failed,,0,,,1933,1933,
3982,33091038400,,2.42,,failed,,0,,,1939,1939,
3983,33093048400,,3.086,,failed,,0,,,1940,1940,
3984,33098058400,,17.158,,failed,,0,,,1942,1942,
3985,33123058400,,6.346,,failed,,0,,,1945,1945,
3986,33125078400,,14.311,,failed,,0,,,1948,1948,
3987,33125564600,,7.2609997,,failed,,0,,,1948,1948,
3988,33128564600,,18.952,,failed,,0,,,1953,1953,
3989,33138574600,,23.689001,,failed,,0,,,1958,1958,
3990,33208658200,,27.828,,failed,,0,,,1958,1958,
3991,33218668200,,25.464,,failed,,0,,,1958,1958,
3992,33228678200,,8.369,,failed,,0,,,1967,1967,
3993,33248778200,,15.024,,failed,,0,,,1969,1969,
3994,33271157200,,6.139,,failed,,0,,,1969,1969,
3995,33629057200,,12.868,,failed,,0,,,1975,1975,
3996,33639067200,,25.126,,failed,,0,,,1981,1981,
3997,33639467200,,1.8520001,,failed,,0,,,1988,1988,
3998,33639967200,,3.803,,failed,,0,,,1988,1988,
3999,33642567200,,9.695001,,failed,,0,,,1988,1988,
4000,33667577200,,11.671,,failed,,0,,,1988,1988,
4001,33687577200,,6.2749996,,failed,,0,,,1997,1997,
4002,33688077200,,1.308,,failed,,0,,,2003,2003,
4003,33713087200,,1.966,,failed,,0,,,2004,2004,
4004,33738097200,,3.9629998,,failed,,0,,,2005,2005,
4005,33763107200,,2.2259998,,failed,,0,,,2005,2005,
4006,33763907200,,2.522,,failed,,0,,,2005,2005,
4007,33792657500,,1.723,,failed,,0,,,2005,2005,
4008,33793257500,,5.603,,failed,,0,,,2006,2006,
4009,34193257500,,19.706,,failed,,0,,,2008,2008,
4010,34204122700,,12.826,,failed,,0,,,2012,2012,
4011,34208432700,,2.256,,failed,,0,,,2023,2023,
4012,34237620400,,12.68,,failed,,0,,,2028,2028,
4013,34250971600,,10.084,,failed,,0,,,2028,2028,
4014,34264364600,,14.582,,failed,,0,,,2030,2030,
4015,34264424600,,15.825999,,failed,,0,,,2030,2030,
4016,34265174600,,18.967,,failed,,0,,,2043,2043,
4017,34267974600,,10.631,,failed,,0,,,2051,2051,
4018,34270944100,,6.041,,failed,,0,,,2052,2052,
4019,34283230600,,13.357,,failed,,0,,,2052,2052,
4020,34285254100,,14.143001,,failed,,0,,,2052,2052,
4021,34333515500,,14.149,,failed,,0,,,2052,2052,
4022,34336525500,,11.992,,failed,,0,,,2052,2052,
4023,34337965500,,7.1510005,,failed,,0,,,2054,2054,
4024,34338965500,,79.191,,failed,,1,,,2065,2065,
4025,34358975500,,51.051,,failed,,0,,,2070,2070,
4026,34359685500,,46.503,,failed,,0,,,2070,2070,
4027,34371782800,,13.289,,failed,,0,,,2070,2070,
4028,34373483800,,12.252,,failed,,0,,,2070,2070,
4029,34454492500,,1.878,,failed,,0,,,2075,2075,
4030,34454857800,,15.856,,failed,,0,,,2077,2077,
4031,34455357800,,17.125,,failed,,0,,,2077,2077,
4032,34455499200,,12.983001,,failed,,0,,,2077,2077,
4033,34455799200,,14.328,,failed,,0,,,2083,2083,
4034,34459685200,,10.834,,failed,,0,,,2084,2084,
4035,34467195200,,4.9049997,,failed,,0,,,2084,2084,
4036,34471222200,,9.216,,failed,,0,,,2084,2084,
4037,34476232200,,14.099,,failed,,0,,,2084,2084,
4038,34479282300,,25.472002,,failed,,0,,,2084,2084,
4039,34485792300,,27.980001,,failed,,0,,,2084,2084,
4040,34490802300,,26.838001,,failed,,0,,,2084,2084,
4041,34495812300,,9.735,,failed,,0,,,2085,2085,
4042,34500813300,,22.229,,failed,,0,,,2086,2086,
4043,34505823300,,68.776,,failed,,1,,,2086,2086,
4044,34511833300,,94.667,,failed,,1,,,2086,2086,
4045,34512485300,,91.527,,failed,,1,,,2086,2086,
4046,34731618700,,84.945,,failed,,1,,,2092,2092,
4047,34744228700,,136.457,,failed,,1,,,2099,2099,
4048,34770338700,,146.29199,,failed,,2,,,2099,2099,
4049,34795348700,,164.267,,failed,,2,,,2099,2099,
4050,34810358700,,191.922,,failed,,2,,,2100,2100,
4051,34835368700,,200.214,,failed,,2,,,2100,2100,
4052,34867478700,,177.757,,failed,,2,,,2100,2100,
4053,34868488700,,139.922,,failed,,1,,,2100,2100,
4054,34869559300,,65.309,,failed,,1,,,2102,2102,
4055,34894569300,,72.299995,,failed,,1,,,2102,2102,
4056,34922354800,,73.138,,failed,,1,,,2103,2103,
4057,34945690600,,65.435,,failed,,1,,,2103,2103,
4058,34968223400,,27.898998,,failed,,0,,,2107,2107,
4059,34992743900,,12.266,,failed,,0,,,2107,2107,
4060,34993001800,,9.406,,failed,,0,,,2107,2107,
4061,34996810600,,10.384,,failed,,0,,,2107,2107,
4062,35023318100,,20.585,,failed,,0,,,2107,2107,
4063,35048181600,,20.796,,failed,,0,,,2107,2107,
4064,35053181600,,18.223999,,failed,,0,,,2108,2108,
4065,35058191600,,14.144,,failed,,0,,,2110,2110,
4066,35063201600,,36.348,,failed,,0,,,2110,2110,
4067,35068211600,,40.11,,failed,,0,,,2112,2112,
4068,35073221600,,36.21,,failed,,0,,,2112,2112,
4069,35273221600,,19.998,,failed,,0,,,2117,2117,
4070,35278231600,,15.290999,,failed,,0,,,2117,2117,
4071,35283241600,,16.239,,failed,,0,,,2118,2118,
4072,35288251600,,23.453001,,failed,,0,,,2118,2118,
4073,35289996800,,40.774002,,failed,,0,,,2118,2118,
4074,35340006800,,44.254,,failed,,0,,,2118,2118,
4075,35355016800,,21.177,,failed,,0,,,2121,2121,
4076,35355366800,,22.581999,,failed,,0,,,2121,2121,
4077,35357366800,,29.965002,,failed,,0,,,2124,2124,
4078,35368391100,,24.602999,,failed,,0,,,2124,2124,
4079,35368901100,,36.809,,failed,,0,,,2125,2125,
4080,35369001100,,47.524,,failed,,0,,,2125,2125,
4081,35389011100,,69.191,,failed,,1,,,2127,2127,
4082,35392411100,,61.962,,failed,,1,,,2127,2127,
4083,35397421100,,67.863,,failed,,1,,,2127,2127,
4084,35422431100,,148.765,,failed,,2,,,2136,2136,
4085,35426531100,,149.56,,failed,,2,,,2136,2136,
4086,35427541100,,147.423,,failed,,2,,,2136,2136,
4087,35427601100,,100.21999,,failed,,1,,,2143,2143,
4088,35427701100,,94.637,,failed,,1,,,2143,2143,
4089,35427761100,,117.614006,,failed,,1,,,2143,2143,
4090,35437801100,,124.548004,,failed,,1,,,2143,2143,
4091,35437851100,,132.393,,failed,,1,,,2149,2149,
4092,35447861100,,115.29199,,failed,,1,,,2151,2151,
4093,35448871100,,93.560005,,failed,,1,,,2152,2152,
4094,35458881100,,80.778,,failed,,1,,,2157,2157,
4095,35473891100,,80.739006,,failed,,1,,,2157,2157,
4096,35488901100,,90.396,,failed,,1,,,2157,2157,
4097,35489001100,,102.765,,failed,,1,,,2157,2157,
4098,35490576000,,107.732994,,failed,,1,,,2157,2157,
4099,35492276600,,120.391,,failed,,1,,,2157,2157,
4100,35492476600,,84.317,,failed,,1,,,2162,2162,
4101,35502476600,,17.438,,failed,,0,,,2165,2165,
4102,35503676600,,18.348001,,failed,,0,,,2165,2165,
4103,35520676600,,44.161,,failed,,0,,,2168,2168,
4104,35521732000,,29.783998,,failed,,0,,,2168,2168,
4105,35539732000,,68.498,,failed,,1,,,2170,2170,
4106,35592832000,,62.733997,,failed,,1,,,2170,2170,
4107,35894952200,,56.249996,,failed,,0,,,2170,2170,
4108,35899952200,,43.967,,failed,,0,,,2171,2171,
4109,35900452200,,47.683,,failed,,0,,,2171,2171,
4110,35901152200,,58.269,,failed,,0,,,2171,2171,
4111,35971162200,,68.016,,failed,,1,,,2171,2171,
4112,35972516600,,84.686,,failed,,1,,,2171,2171,
4113,35992516600,,95.249,,failed,,1,,,2171,2171,
4114,35992551100,,96.135,,failed,,1,,,2171,2171,
4115,35993561100,,102.307,,failed,,1,,,2176,2176,
4116,35994561100,,101.41,,failed,,1,,,2176,2176,
4117,35996948700,,89.596,,failed,,1,,,2176,2176,
4118,35998457400,,63.282,,failed,,1,,,2179,2179,
4119,36003978500,,51.038998,,failed,,0,,,2181,2181,
4120,36004378500,,33.551,,failed,,0,,,2181,2181,
4121,36066670400,,57.678,,failed,,0,,,2181,2181,
4122,36066770400,,90.895,,failed,,1,,,2181,2181,
4123,36073028000,,125.76,,failed,,1,,,2181,2181,
4124,36073088000,,273.466,,failed,,2,,,2188,2188,
4125,36073198000,,294.225,,failed,,2,,,2188,2188,
4126,36074917500,,271.012,,failed,,2,,,2189,2189,
4127,36094927500,,224.177,,failed,,2,,,2195,2195,
4128,36095706900,,189.143,,failed,,2,,,2195,2195,
4129,36100716900,,113.413,,failed,,1,,,2195,2195,
4130,36105726900,,111.45599,,failed,,1,,,2195,2195,
4131,36105926900,,84.402,,failed,,1,,,2196,2196,
4132,36106926900,,69.982,,failed,,1,,,2198,2198,
4133,36107026900,,72.125,,failed,,1,,,2198,2198,
4134,36107526900,,60.277,,failed,,1,,,2198,2198,
4135,36109526900,,50.653,,failed,,0,,,2202,2202,
4136,36110981400,,70.112,,failed,,1,,,2203,2203,
4137,36111121400,,109.42,,failed,,1,,,2208,2208,
4138,36131131400,,113.562004,,failed,,1,,,2208,2208,
4139,36141131400,,71.673004,,failed,,1,,,2210,2210,
4140,36141231400,,70.672,,failed,,1,,,2210,2210,
4141,36149741400,,59.389004,,failed,,1,,,2212,2212,
4142,36179751400,,59.428,,failed,,1,,,2212,2212,
4143,36180751400,,115.462,,failed,,1,,,2221,2221,
4144,36200808500,,116.063,,failed,,1,,,2221,2221,
4145,36200918500,,107.543,,failed,,1,,,2221,2221,
4146,36201918500,,99.066,,failed,,1,,,2221,2221,
4147,36202918500,,76.207,,failed,,1,,,2225,2225,
4148,36217928500,,82.090996,,failed,,1,,,2225,2225,
4149,36218621000,,1.1389999,,failed,,0,,,2225,2225,
4150,36218646000,,1.495,,failed,,0,,,2228,2228,
4151,36243646000,,1.567,,failed,,0,,,2228,2228,
4152,36248156000,,2.7419999,,failed,,0,,,2229,2229,
4153,36250156000,,7.933,,failed,,0,,,2229,2229,
4154,36250994400,,4.6460004,,failed,,0,,,2234,2234,
4155,36251837800,,9.401,,failed,,0,,,2234,2234,
4156,36751837800,,4.025,,failed,,0,,,2236,2236,
4157,36752847800,,2.2050002,,failed,,0,,,2236,2236,
4158,36754699000,,10.539,,failed,,0,,,2241,2241,
4159,36756434600,,2.392,,failed,,0,,,2241,2241,
4160,36756934600,,10.103,,failed,,0,,,2242,2242,
4161,36757944600,,8.749,,failed,,0,,,2245,2245,
4162,36759954600,,3.422,,failed,,0,,,2245,2245,
4163,36759984600,,1.573,,failed,,0,,,2245,2245,
4164,36784994600,,1.9929999,,failed,,0,,,2247,2247,
4165,36793004600,,6.764,,failed,,0,,,2247,2247,
4166,36801014600,,5.971,,failed,,0,,,2249,2249,
